treeid,year,xcoord,ycoord,tag,peninsula,northing,easting,bcnh_count,dcco_count
10584,2014,634166.000000000000000,4831309.000000000000000,10584,C,,,2,0
10584,2015,634166.000000000000000,4831309.000000000000000,10584,C,,,1,0
10585,2014,634166.000000000000000,4831310.000000000000000,10585,C,,,1,0
10586,2014,634159.000000000000000,4831308.000000000000000,10586,C,,,2,0
10587,2014,634159.000000000000000,4831313.000000000000000,10587,C,,,2,0
10587,2015,634159.000000000000000,4831313.000000000000000,10587,C,,,1,0
10588,2014,634157.000000000000000,4831316.000000000000000,10588,C,,,2,0
10588,2015,634157.000000000000000,4831316.000000000000000,10588,C,,,2,0
10588,2016,634157.000000000000000,4831316.000000000000000,10588,C,,,1,0
10589,2014,634161.000000000000000,4831313.000000000000000,10589,C,,,1,0
10589,2015,634161.000000000000000,4831313.000000000000000,10589,C,,,1,0
10590,2014,634163.000000000000000,4831319.000000000000000,10590,C,,,2,0
10590,2016,634163.000000000000000,4831319.000000000000000,10590,C,,,2,0
10591,2014,634160.000000000000000,4831317.000000000000000,10591,C,,,2,0
10591,2015,634160.000000000000000,4831317.000000000000000,10591,C,,,1,0
10591,2016,634160.000000000000000,4831317.000000000000000,10591,C,,,1,0
10592,2014,634161.000000000000000,4831321.000000000000000,10592,C,,,1,0
10592,2020,634161.000000000000000,4831321.000000000000000,10592,C,,,2,7
10593,2014,634157.000000000000000,4831315.000000000000000,10593,C,,,1,0
10593,2015,634157.000000000000000,4831315.000000000000000,10593,C,,,1,0
10594,2014,634159.000000000000000,4831314.000000000000000,10594,C,,,1,0
10594,2015,634159.000000000000000,4831314.000000000000000,10594,C,,,1,0
10595,2014,634176.000000000000000,4831320.000000000000000,10595,C,,,1,0
10596,2014,634178.000000000000000,4831320.000000000000000,10596,C,,,1,0
10596,2016,634178.000000000000000,4831320.000000000000000,10596,C,,,1,0
10597,2014,634185.000000000000000,4831324.000000000000000,10597,C,,,1,0
10597,2015,634185.000000000000000,4831324.000000000000000,10597,C,,,2,0
10597,2016,634185.000000000000000,4831324.000000000000000,10597,C,,,2,0
10597,2020,634185.000000000000000,4831324.000000000000000,10597,C,,,1,1
10598,2014,634176.762499999953434,4831320.214399999938905,10598,C,,,1,0
10598,2016,634176.762499999953434,4831320.214399999938905,10598,C,,,1,0
10598,2020,634176.762499999953434,4831320.214399999938905,10598,C,,,2,0
10599,2014,634172.000000000000000,4831323.000000000000000,10599,C,,,1,0
10599,2015,634172.000000000000000,4831323.000000000000000,10599,C,,,3,0
10599,2016,634172.000000000000000,4831323.000000000000000,10599,C,,,2,0
10600,2014,634182.000000000000000,4831324.000000000000000,10600,C,,,2,0
10601,2014,634184.000000000000000,4831300.000000000000000,10601,C,,,2,0
10601,2015,634184.000000000000000,4831300.000000000000000,10601,C,,,1,0
10602,2014,634187.000000000000000,4831300.000000000000000,10602,C,,,1,0
10602,2015,634187.000000000000000,4831300.000000000000000,10602,C,,,1,0
10602,2016,634187.000000000000000,4831300.000000000000000,10602,C,,,1,0
10602,2020,634187.000000000000000,4831300.000000000000000,10602,C,,,1,0
10609,2015,634073.000000000000000,4831204.000000000000000,10609,B,,,1,0
10609,2017,634073.000000000000000,4831204.000000000000000,10609,B,,,1,0
10611,2015,634070.000000000000000,4831212.000000000000000,10611,B,,,1,0
10611,2016,634070.000000000000000,4831212.000000000000000,10611,B,,,1,0
10611,2017,634070.000000000000000,4831212.000000000000000,10611,B,,,1,0
10614,2015,633981.000000000000000,4831210.000000000000000,10614,B,,,1,0
10616,2015,634072.000000000000000,4831213.000000000000000,10616,B,,,1,0
10616,2017,634072.000000000000000,4831213.000000000000000,10616,B,,,2,0
10617,2015,634073.958800000022165,4831215.176199999637902,10617,B,,,1,0
10617,2017,634073.958800000022165,4831215.176199999637902,10617,B,,,2,0
10618,2015,633903.000000000000000,4831264.000000000000000,10618,B,,,1,0
10618,2017,633903.000000000000000,4831264.000000000000000,10618,B,,,1,0
10619,2015,634072.826899999985471,4831224.746500000357628,10619,B,,,1,0
10620,2015,634103.000000000000000,4831219.000000000000000,10620,B,,,1,0
10621,2015,634071.000000000000000,4831228.000000000000000,10621,B,,,2,0
10622,2015,634070.000000000000000,4831212.000000000000000,10622,B,,,1,0
10622,2017,634070.000000000000000,4831212.000000000000000,10622,B,,,1,0
10622,2019,634070.000000000000000,4831212.000000000000000,10622,B,,,1,0
10623,2015,634084.000000000000000,4831204.000000000000000,10623,B,,,1,0
10623,2016,634084.000000000000000,4831204.000000000000000,10623,B,,,1,0
10623,2017,634084.000000000000000,4831204.000000000000000,10623,B,,,1,0
10624,2015,633968.000000000000000,4831222.000000000000000,10624,B,,,1,0
10625,2015,634062.813599999994040,4831207.549999999813735,10625,B,,,1,0
10625,2017,634062.813599999994040,4831207.549999999813735,10625,B,,,2,0
10625,2019,634062.813599999994040,4831207.549999999813735,10625,B,,,1,0
10626,2015,634074.000000000000000,4831211.000000000000000,10626,B,,,1,0
10626,2017,634074.000000000000000,4831211.000000000000000,10626,B,,,1,0
10627,2015,634057.000000000000000,4831124.000000000000000,10627,B,,,1,0
10628,2015,634063.000000000000000,4831177.000000000000000,10628,B,,,1,0
10628,2016,634063.000000000000000,4831177.000000000000000,10628,B,,,1,0
10629,2015,634085.000000000000000,4831214.000000000000000,10629,B,,,2,0
10629,2016,634085.000000000000000,4831214.000000000000000,10629,B,,,1,0
10629,2017,634085.000000000000000,4831214.000000000000000,10629,B,,,1,0
10630,2015,634075.000000000000000,4831215.000000000000000,10630,B,,,1,0
10630,2017,634075.000000000000000,4831215.000000000000000,10630,B,,,1,0
10632,2015,633966.000000000000000,4831224.000000000000000,10632,B,,,1,0
10635,2015,634085.000000000000000,4831208.000000000000000,10635,B,,,2,0
10635,2017,634085.000000000000000,4831208.000000000000000,10635,B,,,1,0
10637,2015,634070.000000000000000,4831213.000000000000000,10637,B,,,1,0
10637,2016,634070.000000000000000,4831213.000000000000000,10637,B,,,1,0
10637,2017,634070.000000000000000,4831213.000000000000000,10637,B,,,2,0
10638,2015,634080.000000000000000,4831217.000000000000000,10638,B,,,1,0
10639,2015,634079.000000000000000,4831200.000000000000000,10639,B,,,1,0
10639,2017,634079.000000000000000,4831200.000000000000000,10639,B,,,2,0
10640,2015,634076.000000000000000,4831216.000000000000000,10640,B,,,1,0
10640,2016,634076.000000000000000,4831216.000000000000000,10640,B,,,1,0
10641,2015,634079.000000000000000,4831218.000000000000000,10641,B,,,2,0
10641,2016,634079.000000000000000,4831218.000000000000000,10641,B,,,1,0
10641,2017,634079.000000000000000,4831218.000000000000000,10641,B,,,2,0
10642,2015,634068.000000000000000,4831208.000000000000000,10642,B,,,1,0
10642,2017,634068.000000000000000,4831208.000000000000000,10642,B,,,2,0
10642,2019,634068.000000000000000,4831208.000000000000000,10642,B,,,1,0
10644,2015,634080.000000000000000,4831202.000000000000000,10644,B,,,1,0
10644,2017,634080.000000000000000,4831202.000000000000000,10644,B,,,1,0
10645,2015,634078.000000000000000,4831208.000000000000000,10645,B,,,2,0
10646,2015,634072.000000000000000,4831212.000000000000000,10646,B,,,2,0
10646,2017,634072.000000000000000,4831212.000000000000000,10646,B,,,1,0
10646,2019,634072.000000000000000,4831212.000000000000000,10646,B,,,1,0
10647,2015,634072.000000000000000,4831223.000000000000000,10647,B,,,1,0
10648,2015,634080.000000000000000,4831220.000000000000000,10648,B,,,2,0
10648,2017,634080.000000000000000,4831220.000000000000000,10648,B,,,1,0
10648,2019,634080.000000000000000,4831220.000000000000000,10648,B,,,1,0
10679,2016,634233.000000000000000,4831373.000000000000000,10679,C,,,1,0
10680,2016,634230.000000000000000,4831369.000000000000000,10680,C,,,1,0
10680,2017,634230.000000000000000,4831369.000000000000000,10680,C,,,1,0
10681,2016,634228.000000000000000,4831368.000000000000000,10681,C,,,1,0
10681,2017,634228.000000000000000,4831368.000000000000000,10681,C,,,1,0
10682,2016,634225.000000000000000,4831365.000000000000000,10682,C,,,1,0
10682,2017,634225.000000000000000,4831365.000000000000000,10682,C,,,2,0
10683,2016,634228.000000000000000,4831360.000000000000000,10683,C,,,2,0
10683,2017,634228.000000000000000,4831360.000000000000000,10683,C,,,2,0
10684,2016,634230.000000000000000,4831356.000000000000000,10684,C,,,2,0
10685,2016,634225.000000000000000,4831350.000000000000000,10685,C,,,1,0
10685,2017,634225.000000000000000,4831350.000000000000000,10685,C,,,2,0
10686,2016,634228.000000000000000,4831349.000000000000000,10686,C,,,1,0
10686,2017,634228.000000000000000,4831349.000000000000000,10686,C,,,1,0
10687,2016,634230.000000000000000,4831350.000000000000000,10687,C,,,2,0
10687,2017,634230.000000000000000,4831350.000000000000000,10687,C,,,1,0
10688,2016,634222.000000000000000,4831343.000000000000000,10688,C,,,1,0
10688,2019,634222.000000000000000,4831343.000000000000000,10688,C,,,1,0
10690,2016,634212.000000000000000,4831341.000000000000000,10690,C,,,2,0
10691,2016,634213.000000000000000,4831342.000000000000000,10691,C,,,1,0
10692,2016,634211.000000000000000,4831343.000000000000000,10692,C,,,1,0
10692,2017,634211.000000000000000,4831343.000000000000000,10692,C,,,1,0
10693,2016,634201.000000000000000,4831349.000000000000000,10693,C,,,1,0
10693,2017,634201.000000000000000,4831349.000000000000000,10693,C,,,1,0
10694,2016,634209.000000000000000,4831336.000000000000000,10694,C,,,1,0
10694,2017,634209.000000000000000,4831336.000000000000000,10694,C,,,1,0
10695,2016,634205.000000000000000,4831326.000000000000000,10695,C,,,1,0
10696,2016,634086.000000000000000,4831221.000000000000000,10696,B,,,1,0
10696,2017,634086.000000000000000,4831221.000000000000000,10696,B,,,5,0
10697,2016,634080.000000000000000,4831206.000000000000000,10697,B,,,1,0
10697,2017,634080.000000000000000,4831206.000000000000000,10697,B,,,1,0
10698,2016,634067.000000000000000,4831172.000000000000000,10698,B,,,1,0
10699,2016,634066.000000000000000,4831175.000000000000000,10699,B,,,1,0
10699,2019,634066.000000000000000,4831175.000000000000000,10699,B,,,1,0
10700,2017,634056.000000000000000,4831199.000000000000000,10700,B,,,1,0
10715,2013,633957.400000000023283,4831274.450000000186265,10715,B,,,1,4
10807,2014,634212.000000000000000,4831338.000000000000000,10807,C,,,2,0
10807,2015,634212.000000000000000,4831338.000000000000000,10807,C,,,2,0
10807,2016,634212.000000000000000,4831338.000000000000000,10807,C,,,1,0
10807,2017,634212.000000000000000,4831338.000000000000000,10807,C,,,1,0
10808,2014,634210.000000000000000,4831336.000000000000000,10808,C,,,2,0
10808,2015,634210.000000000000000,4831336.000000000000000,10808,C,,,1,0
10808,2016,634210.000000000000000,4831336.000000000000000,10808,C,,,1,0
10809,2014,634214.000000000000000,4831332.000000000000000,10809,C,,,1,0
10809,2015,634214.000000000000000,4831332.000000000000000,10809,C,,,1,0
10809,2016,634214.000000000000000,4831332.000000000000000,10809,C,,,1,0
10810,2014,634211.646100000012666,4831335.579400000162423,10810,C,,,1,0
10810,2015,634211.646100000012666,4831335.579400000162423,10810,C,,,1,0
10810,2017,634211.646100000012666,4831335.579400000162423,10810,C,,,1,0
10811,2014,634209.000000000000000,4831327.000000000000000,10811,C,,,1,0
10811,2015,634209.000000000000000,4831327.000000000000000,10811,C,,,3,0
10811,2016,634209.000000000000000,4831327.000000000000000,10811,C,,,2,0
10812,2014,634204.000000000000000,4831337.000000000000000,10812,C,,,2,0
10812,2016,634204.000000000000000,4831337.000000000000000,10812,C,,,1,0
10812,2017,634204.000000000000000,4831337.000000000000000,10812,C,,,1,0
10813,2014,634209.000000000000000,4831329.000000000000000,10813,C,,,1,0
10814,2014,634205.000000000000000,4831329.000000000000000,10814,C,,,2,0
10814,2015,634205.000000000000000,4831329.000000000000000,10814,C,,,1,0
10815,2014,634206.000000000000000,4831337.000000000000000,10815,C,,,2,0
10816,2014,634209.000000000000000,4831336.000000000000000,10816,C,,,1,0
10816,2015,634209.000000000000000,4831336.000000000000000,10816,C,,,1,0
10817,2014,634205.000000000000000,4831327.000000000000000,10817,C,,,1,0
10817,2015,634205.000000000000000,4831327.000000000000000,10817,C,,,1,0
10817,2016,634205.000000000000000,4831327.000000000000000,10817,C,,,1,0
10817,2017,634205.000000000000000,4831327.000000000000000,10817,C,,,1,0
10818,2014,634188.000000000000000,4831327.000000000000000,10818,C,,,1,0
10818,2015,634188.000000000000000,4831327.000000000000000,10818,C,,,2,0
10818,2016,634188.000000000000000,4831327.000000000000000,10818,C,,,3,0
10819,2014,634184.000000000000000,4831326.000000000000000,10819,C,,,1,0
10819,2016,634184.000000000000000,4831326.000000000000000,10819,C,,,1,0
10820,2014,634206.000000000000000,4831330.000000000000000,10820,C,,,1,0
10821,2014,634188.000000000000000,4831322.000000000000000,10821,C,,,2,0
10821,2015,634188.000000000000000,4831322.000000000000000,10821,C,,,1,0
10821,2017,634188.000000000000000,4831322.000000000000000,10821,C,,,1,0
10822,2014,634177.000000000000000,4831326.000000000000000,10822,C,,,1,0
10823,2014,634203.000000000000000,4831323.000000000000000,10823,C,,,1,0
10823,2016,634203.000000000000000,4831323.000000000000000,10823,C,,,1,0
10824,2014,634203.000000000000000,4831325.000000000000000,10824,C,,,1,0
10824,2016,634203.000000000000000,4831325.000000000000000,10824,C,,,1,0
10825,2014,634190.000000000000000,4831319.000000000000000,10825,C,,,2,0
10825,2015,634190.000000000000000,4831319.000000000000000,10825,C,,,2,0
10826,2014,634185.000000000000000,4831312.000000000000000,10826,C,,,2,0
10826,2015,634185.000000000000000,4831312.000000000000000,10826,C,,,1,0
10826,2016,634185.000000000000000,4831312.000000000000000,10826,C,,,2,0
10827,2014,634178.000000000000000,4831330.000000000000000,10827,C,,,1,0
10827,2015,634178.000000000000000,4831330.000000000000000,10827,C,,,1,0
10827,2016,634178.000000000000000,4831330.000000000000000,10827,C,,,3,0
10828,2014,634181.000000000000000,4831327.000000000000000,10828,C,,,2,0
10828,2015,634181.000000000000000,4831327.000000000000000,10828,C,,,1,0
10829,2014,634191.000000000000000,4831325.000000000000000,10829,C,,,1,0
10829,2017,634191.000000000000000,4831325.000000000000000,10829,C,,,1,0
10830,2014,634183.000000000000000,4831326.000000000000000,10830,C,,,1,0
10830,2015,634183.000000000000000,4831326.000000000000000,10830,C,,,1,0
10830,2016,634183.000000000000000,4831326.000000000000000,10830,C,,,2,0
10830,2020,634183.000000000000000,4831326.000000000000000,10830,C,,,1,1
10831,2014,634186.000000000000000,4831308.000000000000000,10831,C,,,3,0
10831,2016,634186.000000000000000,4831308.000000000000000,10831,C,,,1,0
10832,2014,634181.000000000000000,4831324.000000000000000,10832,C,,,1,0
10833,2014,634183.000000000000000,4831326.000000000000000,10833,C,,,1,0
10833,2016,634183.000000000000000,4831326.000000000000000,10833,C,,,2,0
10834,2014,634186.000000000000000,4831325.000000000000000,10834,C,,,3,0
10834,2015,634186.000000000000000,4831325.000000000000000,10834,C,,,2,0
10834,2016,634186.000000000000000,4831325.000000000000000,10834,C,,,2,0
10835,2014,634187.000000000000000,4831316.000000000000000,10835,C,,,1,0
10835,2015,634187.000000000000000,4831316.000000000000000,10835,C,,,2,0
10835,2016,634187.000000000000000,4831316.000000000000000,10835,C,,,1,0
10835,2017,634187.000000000000000,4831316.000000000000000,10835,C,,,1,0
10836,2014,634180.000000000000000,4831315.000000000000000,10836,C,,,1,0
10836,2015,634180.000000000000000,4831315.000000000000000,10836,C,,,1,0
10836,2016,634180.000000000000000,4831315.000000000000000,10836,C,,,1,0
10837,2014,634173.000000000000000,4831328.000000000000000,10837,C,,,1,0
10837,2015,634173.000000000000000,4831328.000000000000000,10837,C,,,2,0
10837,2020,634173.000000000000000,4831328.000000000000000,10837,C,,,2,2
10838,2014,634174.000000000000000,4831323.000000000000000,10838,C,,,3,0
10838,2015,634174.000000000000000,4831323.000000000000000,10838,C,,,2,0
10838,2016,634174.000000000000000,4831323.000000000000000,10838,C,,,2,0
10839,2014,634178.000000000000000,4831323.000000000000000,10839,C,,,1,0
10839,2015,634178.000000000000000,4831323.000000000000000,10839,C,,,1,0
10840,2014,634185.000000000000000,4831318.000000000000000,10840,C,,,1,0
10840,2015,634185.000000000000000,4831318.000000000000000,10840,C,,,1,0
10840,2016,634185.000000000000000,4831318.000000000000000,10840,C,,,1,0
10840,2017,634185.000000000000000,4831318.000000000000000,10840,C,,,1,0
10841,2014,634177.000000000000000,4831326.000000000000000,10841,C,,,1,0
10842,2014,634164.000000000000000,4831323.000000000000000,10842,C,,,1,0
10842,2016,634164.000000000000000,4831323.000000000000000,10842,C,,,1,0
10843,2014,634154.000000000000000,4831288.000000000000000,10843,C,,,1,0
10843,2015,634154.000000000000000,4831288.000000000000000,10843,C,,,2,0
10843,2016,634154.000000000000000,4831288.000000000000000,10843,C,,,1,0
10844,2014,634170.000000000000000,4831341.000000000000000,10844,C,,,2,0
10844,2015,634170.000000000000000,4831341.000000000000000,10844,C,,,1,0
10844,2016,634170.000000000000000,4831341.000000000000000,10844,C,,,1,0
10844,2020,634170.000000000000000,4831341.000000000000000,10844,C,,,1,0
10845,2014,634158.000000000000000,4831330.000000000000000,10845,C,,,1,0
10845,2015,634158.000000000000000,4831330.000000000000000,10845,C,,,1,0
10846,2014,634161.000000000000000,4831324.000000000000000,10846,C,,,3,0
10846,2015,634161.000000000000000,4831324.000000000000000,10846,C,,,4,0
10846,2016,634161.000000000000000,4831324.000000000000000,10846,C,,,2,0
10847,2014,634179.000000000000000,4831330.000000000000000,10847,C,,,3,0
10847,2015,634179.000000000000000,4831330.000000000000000,10847,C,,,1,0
10847,2016,634179.000000000000000,4831330.000000000000000,10847,C,,,1,0
10848,2014,634169.000000000000000,4831320.000000000000000,10848,C,,,1,0
10848,2015,634169.000000000000000,4831320.000000000000000,10848,C,,,1,0
10848,2016,634169.000000000000000,4831320.000000000000000,10848,C,,,1,0
10848,2020,634169.000000000000000,4831320.000000000000000,10848,C,,,1,2
10849,2014,634172.000000000000000,4831314.000000000000000,10849,C,,,3,0
10849,2015,634172.000000000000000,4831314.000000000000000,10849,C,,,2,0
10849,2016,634172.000000000000000,4831314.000000000000000,10849,C,,,2,0
10849,2017,634172.000000000000000,4831314.000000000000000,10849,C,,,1,0
10850,2014,634172.000000000000000,4831314.000000000000000,10850,C,,,1,0
10850,2015,634172.000000000000000,4831314.000000000000000,10850,C,,,1,0
10850,2016,634172.000000000000000,4831314.000000000000000,10850,C,,,1,0
10859,2014,633954.000000000000000,4831232.000000000000000,10859,B,,,1,0
10860,2014,633954.000000000000000,4831221.000000000000000,10860,B,,,1,0
10861,2014,633961.000000000000000,4831219.000000000000000,10861,B,,,1,0
10862,2014,633968.000000000000000,4831218.000000000000000,10862,B,,,1,0
10863,2014,633986.000000000000000,4831203.000000000000000,10863,B,,,3,0
10863,2015,633986.000000000000000,4831203.000000000000000,10863,B,,,1,0
10863,2020,633986.000000000000000,4831203.000000000000000,10863,B,,,1,0
10864,2014,633977.000000000000000,4831211.000000000000000,10864,B,,,1,0
10864,2020,633977.000000000000000,4831211.000000000000000,10864,B,,,1,1
10865,2014,633965.000000000000000,4831226.000000000000000,10865,B,,,1,0
10866,2014,633976.000000000000000,4831226.000000000000000,10866,B,,,1,0
10867,2014,634213.000000000000000,4831356.000000000000000,10867,C,,,1,0
10867,2015,634213.000000000000000,4831356.000000000000000,10867,C,,,1,0
10868,2014,634211.000000000000000,4831338.000000000000000,10868,C,,,3,0
10868,2015,634211.000000000000000,4831338.000000000000000,10868,C,,,1,0
10868,2017,634211.000000000000000,4831338.000000000000000,10868,C,,,1,0
10869,2014,634211.000000000000000,4831339.000000000000000,10869,C,,,1,0
10869,2015,634211.000000000000000,4831339.000000000000000,10869,C,,,1,0
10869,2016,634211.000000000000000,4831339.000000000000000,10869,C,,,1,0
10869,2017,634211.000000000000000,4831339.000000000000000,10869,C,,,1,0
10870,2014,634207.000000000000000,4831337.000000000000000,10870,C,,,2,0
10870,2015,634207.000000000000000,4831337.000000000000000,10870,C,,,2,0
10870,2016,634207.000000000000000,4831337.000000000000000,10870,C,,,1,0
10870,2017,634207.000000000000000,4831337.000000000000000,10870,C,,,1,0
10871,2014,634201.000000000000000,4831350.000000000000000,10871,C,,,2,0
10872,2014,634206.000000000000000,4831351.000000000000000,10872,C,,,2,0
10872,2016,634206.000000000000000,4831351.000000000000000,10872,C,,,2,0
10872,2017,634206.000000000000000,4831351.000000000000000,10872,C,,,2,0
10873,2014,634204.000000000000000,4831348.000000000000000,10873,C,,,3,0
10873,2015,634204.000000000000000,4831348.000000000000000,10873,C,,,2,0
10873,2017,634204.000000000000000,4831348.000000000000000,10873,C,,,1,0
10874,2014,634206.000000000000000,4831345.000000000000000,10874,C,,,1,0
10874,2015,634206.000000000000000,4831345.000000000000000,10874,C,,,1,0
10874,2017,634206.000000000000000,4831345.000000000000000,10874,C,,,1,0
10875,2014,634205.000000000000000,4831337.000000000000000,10875,C,,,1,0
10875,2015,634205.000000000000000,4831337.000000000000000,10875,C,,,1,0
10875,2016,634205.000000000000000,4831337.000000000000000,10875,C,,,1,0
10875,2017,634205.000000000000000,4831337.000000000000000,10875,C,,,2,0
10876,2014,634201.000000000000000,4831337.000000000000000,10876,C,,,1,0
10876,2015,634201.000000000000000,4831337.000000000000000,10876,C,,,1,0
10876,2016,634201.000000000000000,4831337.000000000000000,10876,C,,,2,0
10876,2017,634201.000000000000000,4831337.000000000000000,10876,C,,,1,0
10877,2014,634199.000000000000000,4831336.000000000000000,10877,C,,,1,0
10877,2017,634199.000000000000000,4831336.000000000000000,10877,C,,,2,0
10878,2014,634203.000000000000000,4831335.000000000000000,10878,C,,,2,0
10878,2015,634203.000000000000000,4831335.000000000000000,10878,C,,,2,0
10879,2014,634205.000000000000000,4831345.000000000000000,10879,C,,,1,0
10879,2017,634205.000000000000000,4831345.000000000000000,10879,C,,,2,0
10880,2014,634207.000000000000000,4831348.000000000000000,10880,C,,,2,0
10881,2014,634205.000000000000000,4831351.000000000000000,10881,C,,,1,0
10882,2014,634203.000000000000000,4831348.000000000000000,10882,C,,,2,0
10882,2015,634203.000000000000000,4831348.000000000000000,10882,C,,,2,0
10882,2020,634203.000000000000000,4831348.000000000000000,10882,C,,,1,1
10883,2014,634201.000000000000000,4831348.000000000000000,10883,C,,,1,0
10883,2015,634201.000000000000000,4831348.000000000000000,10883,C,,,1,0
10884,2014,634213.000000000000000,4831340.000000000000000,10884,C,,,2,0
10884,2015,634213.000000000000000,4831340.000000000000000,10884,C,,,1,0
10885,2014,634212.000000000000000,4831343.000000000000000,10885,C,,,1,0
10885,2015,634212.000000000000000,4831343.000000000000000,10885,C,,,1,0
10886,2014,634206.000000000000000,4831349.000000000000000,10886,C,,,2,0
10886,2015,634206.000000000000000,4831349.000000000000000,10886,C,,,2,0
10887,2014,634202.000000000000000,4831342.000000000000000,10887,C,,,1,0
10887,2015,634202.000000000000000,4831342.000000000000000,10887,C,,,1,0
10887,2017,634202.000000000000000,4831342.000000000000000,10887,C,,,1,0
10888,2014,634194.000000000000000,4831329.000000000000000,10888,C,,,1,0
10888,2015,634194.000000000000000,4831329.000000000000000,10888,C,,,1,0
10888,2016,634194.000000000000000,4831329.000000000000000,10888,C,,,1,0
10888,2017,634194.000000000000000,4831329.000000000000000,10888,C,,,1,0
10889,2014,634199.000000000000000,4831333.000000000000000,10889,C,,,1,0
10889,2016,634199.000000000000000,4831333.000000000000000,10889,C,,,1,0
10890,2014,634198.000000000000000,4831333.000000000000000,10890,C,,,1,0
10890,2015,634198.000000000000000,4831333.000000000000000,10890,C,,,1,0
10890,2016,634198.000000000000000,4831333.000000000000000,10890,C,,,1,0
10891,2014,634298.000000000000000,4831328.000000000000000,10891,C,,,2,0
10891,2015,634298.000000000000000,4831328.000000000000000,10891,C,,,1,0
10891,2016,634298.000000000000000,4831328.000000000000000,10891,C,,,1,0
10892,2014,634201.000000000000000,4831346.000000000000000,10892,C,,,1,0
10892,2016,634201.000000000000000,4831346.000000000000000,10892,C,,,1,0
10892,2017,634201.000000000000000,4831346.000000000000000,10892,C,,,1,0
10893,2014,634203.000000000000000,4831337.000000000000000,10893,C,,,1,0
10894,2014,634198.000000000000000,4831333.000000000000000,10894,C,,,1,0
10894,2015,634198.000000000000000,4831333.000000000000000,10894,C,,,1,0
10895,2014,634212.000000000000000,4831347.000000000000000,10895,C,,,3,0
10895,2015,634212.000000000000000,4831347.000000000000000,10895,C,,,3,0
10895,2016,634212.000000000000000,4831347.000000000000000,10895,C,,,3,0
10896,2014,634204.000000000000000,4831344.000000000000000,10896,C,,,2,0
10896,2015,634204.000000000000000,4831344.000000000000000,10896,C,,,1,0
10896,2016,634204.000000000000000,4831344.000000000000000,10896,C,,,1,0
10896,2020,634204.000000000000000,4831344.000000000000000,10896,C,,,1,1
10897,2014,634185.000000000000000,4831334.000000000000000,10897,C,,,2,0
10898,2014,634160.000000000000000,4831325.000000000000000,10898,C,,,1,0
10898,2015,634160.000000000000000,4831325.000000000000000,10898,C,,,1,0
10899,2014,634161.000000000000000,4831330.000000000000000,10899,C,,,1,0
10900,2014,634162.000000000000000,4831329.000000000000000,10900,C,,,1,0
10909,2014,633932.000000000000000,4831246.000000000000000,10909,B,,,1,0
10910,2014,633967.000000000000000,4831225.000000000000000,10910,B,,,1,0
10925,2014,634214.000000000000000,4831395.000000000000000,10925,C,,,1,0
10925,2015,634214.000000000000000,4831395.000000000000000,10925,C,,,1,0
10926,2014,634199.000000000000000,4831403.000000000000000,10926,C,,,1,0
10926,2020,634199.000000000000000,4831403.000000000000000,10926,C,,,1,0
10928,2014,634221.000000000000000,4831364.000000000000000,10928,C,,,1,0
10928,2015,634221.000000000000000,4831364.000000000000000,10928,C,,,1,0
10928,2017,634221.000000000000000,4831364.000000000000000,10928,C,,,2,0
10929,2014,634222.000000000000000,4831358.000000000000000,10929,C,,,1,0
10929,2016,634222.000000000000000,4831358.000000000000000,10929,C,,,2,0
10929,2017,634222.000000000000000,4831358.000000000000000,10929,C,,,2,0
10930,2014,634220.000000000000000,4831355.000000000000000,10930,C,,,1,0
10930,2016,634220.000000000000000,4831355.000000000000000,10930,C,,,1,0
10930,2017,634220.000000000000000,4831355.000000000000000,10930,C,,,1,0
10931,2014,634213.000000000000000,4831355.000000000000000,10931,C,,,2,0
10932,2014,634220.000000000000000,4831354.000000000000000,10932,C,,,1,0
10932,2015,634220.000000000000000,4831354.000000000000000,10932,C,,,2,0
10932,2017,634220.000000000000000,4831354.000000000000000,10932,C,,,1,0
10933,2014,634218.000000000000000,4831355.000000000000000,10933,C,,,1,0
10933,2015,634218.000000000000000,4831355.000000000000000,10933,C,,,2,0
10933,2016,634218.000000000000000,4831355.000000000000000,10933,C,,,1,0
10934,2014,634219.000000000000000,4831350.000000000000000,10934,C,,,1,0
10934,2015,634219.000000000000000,4831350.000000000000000,10934,C,,,1,0
10934,2016,634219.000000000000000,4831350.000000000000000,10934,C,,,1,0
10934,2017,634219.000000000000000,4831350.000000000000000,10934,C,,,2,0
10935,2014,634219.000000000000000,4831347.000000000000000,10935,C,,,1,0
10935,2017,634219.000000000000000,4831347.000000000000000,10935,C,,,4,0
10936,2014,634217.000000000000000,4831350.000000000000000,10936,C,,,2,0
10936,2015,634217.000000000000000,4831350.000000000000000,10936,C,,,3,0
10936,2017,634217.000000000000000,4831350.000000000000000,10936,C,,,1,0
10937,2014,634217.000000000000000,4831349.000000000000000,10937,C,,,1,0
10937,2015,634217.000000000000000,4831349.000000000000000,10937,C,,,2,0
10938,2014,634217.000000000000000,4831345.000000000000000,10938,C,,,1,0
10938,2015,634217.000000000000000,4831345.000000000000000,10938,C,,,1,0
10938,2017,634217.000000000000000,4831345.000000000000000,10938,C,,,1,0
10939,2014,634218.000000000000000,4831345.000000000000000,10939,C,,,1,0
10940,2014,634219.000000000000000,4831342.000000000000000,10940,C,,,2,0
